"","암호화요양기호","요양기관명","종별코드명","시도코드명","시군구코드명","진료과목코드명","과목별 전문의수","좌표(X)","좌표(Y)"
"1","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz","가톨릭대학교인천성모병원","상급종합","인천","인천부평구","소아청소년과",11,126.7248987,37.4848309
"2","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz","강릉아산병원","상급종합","강원","강릉시","소아청소년과",9,128.8578411,37.8184325
"3","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz","강북삼성병원","상급종합","서울","종로구","소아청소년과",7,126.96775,37.5684083
"4","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz","건국대학교병원","상급종합","서울","광진구","소아청소년과",10,127.0718276,37.5403764
"5","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz","경북대학교병원","상급종합","대구","대구중구","소아청소년과",10,128.604703,35.8662525
"6","JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz","경상국립대학교병원","상급종합","경남","진주시","소아청소년과",7,128.0956717,35.1763252
"7","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz","경희대학교병원","상급종합","서울","동대문구","소아청소년과",13,127.051852,37.5941195
"8","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz","계명대학교동산병원","상급종합","대구","대구달서구","소아청소년과",13,128.4801315,35.8538856
"9","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz","고려대학교의과대학부속구로병원","상급종합","서울","구로구","소아청소년과",16,126.8848701,37.492052
"10","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz","고려대학교의과대학부속안산병원","상급종합","경기","안산단원구","소아청소년과",17,126.8249033,37.3185144
"11","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz","단국대학교의과대학부속병원","상급종합","충남","천안동남구","소아청소년과",13,127.172575,36.8415904
"12","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz","대구가톨릭대학교병원","상급종합","대구","대구남구","소아청소년과",14,128.5679969,35.8436078
"13","JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz","동아대학교병원","상급종합","부산","부산서구","소아청소년과",7,129.0175391,35.1201682
"14","JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz","부산대학교병원","상급종합","부산","부산서구","소아청소년과",9,129.0188032,35.1008477
"15","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz","분당서울대학교병원","상급종합","경기","성남분당구","소아청소년과",21,127.1232509,37.3519807
"16","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz","삼성서울병원","상급종합","서울","강남구","소아청소년과",54,127.0851508,37.4882977
"17","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz","서울대학교병원","상급종합","서울","종로구","소아청소년과",68,126.9990168,37.5797151
"18","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz","순천향대학교부속 천안병원","상급종합","충남","천안동남구","소아청소년과",17,127.1358588,36.8027381
"19","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz","순천향대학교부속부천병원","상급종합","경기","부천시","소아청소년과",16,126.7629626,37.4986998
"20","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz","아주대학교병원","상급종합","경기","수원영통구","소아청소년과",25,127.0476764,37.2793927
"21","JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz","양산부산대학교병원","상급종합","경남","양산시","소아청소년과",39,129.0057274,35.3281501
"22","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz","연세대학교 원주세브란스기독병원","상급종합","강원","원주시","소아청소년과",10,127.9456639,37.3490013
"23","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz","연세대학교의과대학 강남세브란스병원","상급종합","서울","강남구","소아청소년과",18,127.0462683,37.4929296
"24","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz","연세대학교의과대학세브란스병원","상급종합","서울","서대문구","소아청소년과",72,126.9408265,37.5623446
"25","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz","영남대학교병원","상급종합","대구","대구남구","소아청소년과",10,128.58205,35.848107
"26","JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz","원광대학교병원","상급종합","전북","익산시","소아청소년과",8,126.9595793,35.9646389
"27","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz","의료법인 길의료재단 길병원","상급종합","인천","인천남동구","소아청소년과",13,126.7092258,37.452171
"28","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz","이화여자대학교의과대학부속목동병원","상급종합","서울","양천구","소아청소년과",13,126.8862379,37.5362859
"29","JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz","인제대학교부산백병원","상급종합","부산","부산진구","소아청소년과",12,129.0208609,35.1455173
"30","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz","인하대학교의과대학부속병원","상급종합","인천","인천중구","소아청소년과",16,126.6340955,37.4586786
"31","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz","재단법인아산사회복지재단 서울아산병원","상급종합","서울","송파구","소아청소년과",59,127.107935,37.5265762
"32","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz","전남대학교병원","상급종합","광주","광주동구","소아청소년과",19,126.9215805,35.1418094
"33","JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz","전북대학교병원","상급종합","전북","전주덕진구","소아청소년과",16,127.1411626,35.8470974
"34","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz","조선대학교병원","상급종합","광주","광주동구","소아청소년과",8,126.9261468,35.1390538
"35","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz","중앙대학교병원","상급종합","서울","동작구","소아청소년과",10,126.9607839,37.5067481
"36","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz","충남대학교병원","상급종합","대전","대전중구","소아청소년과",21,127.415363,36.316908
"37","JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz","충북대학교병원","상급종합","충북","청주서원구","소아청소년과",19,127.4614843,36.6242237
"38","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz","칠곡경북대학교병원","상급종합","대구","대구북구","소아청소년과",23,128.5646727,35.9564207
"39","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz","학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원)","상급종합","서울","성북구","소아청소년과",14,127.0263537,37.5870165
"40","JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz","학교법인 울산공업학원 울산대학교병원","상급종합","울산","울산동구","소아청소년과",14,129.4289116,35.5200702
"41","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz","학교법인가톨릭학원가톨릭대학교서울성모병원","상급종합","서울","서초구","소아청소년과",36,127.0051154,37.5009444
"42","JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz","학교법인성균관대학삼성창원병원","상급종합","경남","창원마산회원구","소아청소년과",12,128.5920245,35.2428774
"43","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz","한림대학교성심병원","상급종합","경기","안양동안구","소아청소년과",13,126.9620529,37.3917575
"44","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz","한양대학교병원","상급종합","서울","성동구","소아청소년과",10,127.0441339,37.5596569
"45","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz","화순전남대학교병원","상급종합","전남","화순군","소아청소년과",5,127.0025,35.0594333
"46","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz","(의)나사렛의료재단 나사렛국제병원","종합병원","인천","인천연수구","소아청소년과",1,126.6704928,37.407958
"47","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz","(의)영문의료재단 다보스병원","종합병원","경기","용인처인구","소아청소년과",1,127.2114648,37.2314883
"48","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz","KS병원","종합병원","광주","광주광산구","소아청소년과",2,126.8331484,35.1979238
"49","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz","가톨릭관동대학교 국제성모병원","종합병원","인천","인천서구","소아청소년과",4,126.6836103,37.5424165
"50","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz","가톨릭대학교 성빈센트병원","종합병원","경기","수원팔달구","소아청소년과",13,127.0274271,37.2779855
"51","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz","가톨릭대학교 여의도성모병원","종합병원","서울","영등포구","소아청소년과",7,126.9367517,37.5183253
"52","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz","가톨릭대학교 은평성모병원","종합병원","서울","은평구","소아청소년과",10,126.9161912,37.6334945
"53","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz","가톨릭대학교부천성모병원","종합병원","경기","부천시","소아청소년과",6,126.7924167,37.4871165
"54","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz","가톨릭대학교의정부성모병원","종합병원","경기","의정부시","소아청소년과",5,127.0777625,37.7587045
"55","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz","강남병원","종합병원","경기","용인기흥구","소아청소년과",3,127.1115072,37.2737515
"56","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz","강동경희대학교의대병원","종합병원","서울","강동구","소아청소년과",11,127.1576732,37.5535361
"57","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz","강원대학교병원","종합병원","강원","춘천시","소아청소년과",13,127.744891,37.8751611
"58","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz","강원도 삼척의료원","종합병원","강원","삼척시","소아청소년과",1,129.1638017,37.4403018
"59","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz","강원도 영월의료원","종합병원","강원","영월군","소아청소년과",1,128.4652388,37.1864525
"60","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz","강원도 원주의료원","종합병원","강원","원주시","소아청소년과",2,127.949225,37.332608
"61","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz","강원도강릉의료원","종합병원","강원","강릉시","소아청소년과",1,128.8888317,37.7492828
"62","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz","강원도속초의료원","종합병원","강원","속초시","소아청소년과",2,128.5892485,38.2164607
"63","JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz","강일병원","종합병원","경남","김해시","소아청소년과",1,128.8696709,35.2566817
"64","JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz","건국대학교 충주병원","종합병원","충북","충주시","소아청소년과",2,127.9288169,36.9789801
"65","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz","검단탑병원","종합병원","인천","인천서구","소아청소년과",2,126.6711792,37.5924835
"66","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz","경기도의료원 수원병원","종합병원","경기","수원장안구","소아청소년과",1,126.9963375,37.2918917
"67","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz","경기도의료원 안성병원","종합병원","경기","안성시","소아청소년과",2,127.2603668,37.0173531
"68","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz","경기도의료원 이천병원","종합병원","경기","이천시","소아청소년과",1,127.4330563,37.2828595
"69","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz","경기도의료원파주병원","종합병원","경기","파주시","소아청소년과",1,126.7801503,37.7550649
"70","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz","경기도의료원포천병원","종합병원","경기","포천시","소아청소년과",1,127.19828,37.9033163
"71","JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz","경상남도마산의료원","종합병원","경남","창원마산합포구","소아청소년과",1,128.5655967,35.1992371
"72","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz","경상북도김천의료원","종합병원","경북","김천시","소아청소년과",1,128.1264391,36.1227232
"73","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz","경찰병원","종합병원","서울","송파구","소아청소년과",2,127.123509,37.4963836
"74","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz","계명대학교대구동산병원","종합병원","대구","대구중구","소아청소년과",3,128.5831323,35.8694728
"75","JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz","고신대학교복음병원","종합병원","부산","부산서구","소아청소년과",8,129.0139595,35.0809636
"76","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz","곽병원","종합병원","대구","대구중구","소아청소년과",1,128.5885849,35.8710213
"77","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz","광명성애병원","종합병원","경기","광명시","소아청소년과",4,126.8713502,37.4736659
"78","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz","광양사랑병원","종합병원","전남","광양시","소아청소년과",1,127.6969657,34.9361846
"79","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz","광주기독병원","종합병원","광주","광주남구","소아청소년과",6,126.911875,35.136665
"80","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz","광주병원","종합병원","광주","광주북구","소아청소년과",1,126.9281408,35.178903
"81","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNzEjJDEjJDgjJDgz","광주보훈병원","종합병원","광주","광주광산구","소아청소년과",3,126.849672,35.2079032
"82","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz","광주씨티병원","종합병원","광주","광주남구","소아청소년과",1,126.8994848,35.1177147
"83","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz","광주일곡병원","종합병원","광주","광주북구","소아청소년과",1,126.8976135,35.2028543
"84","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz","광주한국병원","종합병원","광주","광주서구","소아청소년과",1,126.8688164,35.1562166
"85","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz","광주현대병원","종합병원","광주","광주북구","소아청소년과",2,126.897925,35.185676
"86","JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz","광주희망병원","종합병원","광주","광주북구","소아청소년과",1,126.8747341,35.2134937
"87","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNjEjJDEjJDAjJDgz","구미강동병원","종합병원","경북","구미시","소아청소년과",1,128.4228695,36.096239
"88","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz","국군수도병원","종합병원","경기","성남분당구","소아청소년과",1,127.1490674,37.3923789
"89","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz","국립암센터","종합병원","경기","고양일산동구","소아청소년과",4,126.7834097,37.6632301
"90","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz","국립중앙의료원","종합병원","서울","중구","소아청소년과",3,127.005671,37.5672138
"91","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz","국민건강보험공단일산병원","종합병원","경기","고양일산동구","소아청소년과",9,126.7930401,37.6454754
"92","JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz","근로복지공단 태백병원","종합병원","강원","태백시","소아청소년과",1,129.0043366,37.1040964
"93","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz","근로복지공단안산병원","종합병원","경기","안산상록구","소아청소년과",1,126.874139,37.3167269
"94","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz","근로복지공단인천병원","종합병원","인천","인천부평구","소아청소년과",1,126.7536333,37.4767018
"95","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz","나사렛종합병원","종합병원","대구","대구달서구","소아청소년과",1,128.5250947,35.8147003
"96","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz","남양주 한양병원","종합병원","경기","남양주시","소아청소년과",1,127.2043933,37.6823474
"97","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz","노원을지대학교병원","종합병원","서울","노원구","소아청소년과",7,127.0699355,37.6364794
"98","JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz","녹색병원","종합병원","서울","중랑구","소아청소년과",1,127.0860738,37.5835731
"99","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz","당진종합병원","종합병원","충남","당진시","소아청소년과",1,126.6844489,36.9044003
"100","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz","대구굿모닝병원","종합병원","대구","대구남구","소아청소년과",1,128.5740875,35.8530071
"101","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz","대구의료원","종합병원","대구","대구서구","소아청소년과",2,128.540587,35.85964
"102","JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz","대구파티마병원","종합병원","대구","대구동구","소아청소년과",8,128.6244071,35.8842611
"103","JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz","대동병원","종합병원","부산","부산동래구","소아청소년과",4,129.0802033,35.2042538
"104","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz","대아의료재단한도병원","종합병원","경기","안산단원구","소아청소년과",1,126.8076223,37.3340586
"105","JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz","대자인병원","종합병원","전북","전주덕진구","소아청소년과",3,127.1534707,35.8459659
"106","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz","대전보훈병원","종합병원","대전","대전대덕구","소아청소년과",1,127.4396939,36.4473164
"107","JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz","대전한국병원","종합병원","대전","대전동구","소아청소년과",1,127.4358152,36.3482008
"108","JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz","대진의료재단 분당제생병원","종합병원","경기","성남분당구","소아청소년과",5,127.1217783,37.3882035
